Sparse White Noise parameters for every sweep.
contrast xindex  yindex   postval
	0		1		6		70
	0		1		6		70
	0		1		6		70
	0		1		6		70
	0		6		14		398
	0		6		14		398
	0		6		14		398
	0		6		14		398
	1		11		5		4805
	1		11		5		4805
	1		11		5		4805
	1		11		5		4805
	0		8		12		524
	0		8		12		524
	0		8		12		524
	0		8		12		524
	1		5		3		4419
	1		5		3		4419
	1		5		3		4419
	1		5		3		4419
	1		17		18		5202
	1		17		18		5202
	1		17		18		5202
	1		17		18		5202
	1		6		7		4487
	1		6		7		4487
	1		6		7		4487
	1		6		7		4487
	1		9		15		4687
	1		9		15		4687
	1		9		15		4687
	1		9		15		4687
	0		5		8		328
	0		5		8		328
	0		5		8		328
	0		5		8		328
	1		2		14		4238
	1		2		14		4238
	1		2		14		4238
	1		2		14		4238
	1		2		16		4240
	1		2		16		4240
	1		2		16		4240
	1		2		16		4240
	0		7		16		464
	0		7		16		464
	0		7		16		464
	0		7		16		464
	1		3		7		4295
	1		3		7		4295
	1		3		7		4295
	1		3		7		4295
	0		3		2		194
	0		3		2		194
	0		3		2		194
	0		3		2		194
	1		6		13		4493
	1		6		13		4493
	1		6		13		4493
	1		6		13		4493
	1		4		3		4355
	1		4		3		4355
	1		4		3		4355
	1		4		3		4355
	0		3		10		202
	0		3		10		202
	0		3		10		202
	0		3		10		202
	0		10		4		644
	0		10		4		644
	0		10		4		644
	0		10		4		644
	1		1		19		4179
	1		1		19		4179
	1		1		19		4179
	1		1		19		4179
	1		9		13		4685
	1		9		13		4685
	1		9		13		4685
	1		9		13		4685
	0		8		3		515
	0		8		3		515
	0		8		3		515
	0		8		3		515
	0		13		12		844
	0		13		12		844
	0		13		12		844
	0		13		12		844
	1		2		12		4236
	1		2		12		4236
	1		2		12		4236
	1		2		12		4236
	1		19		18		5330
	1		19		18		5330
	1		19		18		5330
	1		19		18		5330
	1		19		3		5315
	1		19		3		5315
	1		19		3		5315
	1		19		3		5315
	0		18		3		1155
	0		18		3		1155
	0		18		3		1155
	0		18		3		1155
	0		14		11		907
	0		14		11		907
	0		14		11		907
	0		14		11		907
	0		11		0		704
	0		11		0		704
	0		11		0		704
	0		11		0		704
	1		10		8		4744
	1		10		8		4744
	1		10		8		4744
	1		10		8		4744
	1		1		17		4177
	1		1		17		4177
	1		1		17		4177
	1		1		17		4177
	0		14		18		914
	0		14		18		914
	0		14		18		914
	0		14		18		914
	0		10		10		650
	0		10		10		650
	0		10		10		650
	0		10		10		650
	1		6		18		4498
	1		6		18		4498
	1		6		18		4498
	1		6		18		4498
	1		14		0		4992
	1		14		0		4992
	1		14		0		4992
	1		14		0		4992
	1		7		19		4563
	1		7		19		4563
	1		7		19		4563
	1		7		19		4563
	1		6		17		4497
	1		6		17		4497
	1		6		17		4497
	1		6		17		4497
	0		19		0		1216
	0		19		0		1216
	0		19		0		1216
	0		19		0		1216
	0		13		17		849
	0		13		17		849
	0		13		17		849
	0		13		17		849
	1		3		12		4300
	1		3		12		4300
	1		3		12		4300
	1		3		12		4300
	0		19		2		1218
	0		19		2		1218
	0		19		2		1218
	0		19		2		1218
	1		10		8		4744
	1		10		8		4744
	1		10		8		4744
	1		10		8		4744
	1		8		11		4619
	1		8		11		4619
	1		8		11		4619
	1		8		11		4619
	0		2		15		143
	0		2		15		143
	0		2		15		143
	0		2		15		143
	1		0		17		4113
	1		0		17		4113
	1		0		17		4113
	1		0		17		4113
	0		2		9		137
	0		2		9		137
	0		2		9		137
	0		2		9		137
	0		16		8		1032
	0		16		8		1032
	0		16		8		1032
	0		16		8		1032
	1		4		9		4361
	1		4		9		4361
	1		4		9		4361
	1		4		9		4361
	0		8		11		523
	0		8		11		523
	0		8		11		523
	0		8		11		523
	0		2		17		145
	0		2		17		145
	0		2		17		145
	0		2		17		145
	1		0		15		4111
	1		0		15		4111
	1		0		15		4111
	1		0		15		4111
	0		3		15		207
	0		3		15		207
	0		3		15		207
	0		3		15		207
	0		6		8		392
	0		6		8		392
	0		6		8		392
	0		6		8		392
	1		16		7		5127
	1		16		7		5127
	1		16		7		5127
	1		16		7		5127
	0		0		15		15
	0		0		15		15
	0		0		15		15
	0		0		15		15
	1		2		3		4227
	1		2		3		4227
	1		2		3		4227
	1		2		3		4227
	1		10		19		4755
	1		10		19		4755
	1		10		19		4755
	1		10		19		4755
	0		2		19		147
	0		2		19		147
	0		2		19		147
	0		2		19		147
	0		16		10		1034
	0		16		10		1034
	0		16		10		1034
	0		16		10		1034
	0		1		18		82
	0		1		18		82
	0		1		18		82
	0		1		18		82
	0		13		13		845
	0		13		13		845
	0		13		13		845
	0		13		13		845
	0		6		5		389
	0		6		5		389
	0		6		5		389
	0		6		5		389
	0		6		14		398
	0		6		14		398
	0		6		14		398
	0		6		14		398
	1		6		8		4488
	1		6		8		4488
	1		6		8		4488
	1		6		8		4488
	0		10		6		646
	0		10		6		646
	0		10		6		646
	0		10		6		646
	0		10		15		655
	0		10		15		655
	0		10		15		655
	0		10		15		655
	0		4		4		260
	0		4		4		260
	0		4		4		260
	0		4		4		260
	0		8		6		518
	0		8		6		518
	0		8		6		518
	0		8		6		518
	1		1		3		4163
	1		1		3		4163
	1		1		3		4163
	1		1		3		4163
	0		12		13		781
	0		12		13		781
	0		12		13		781
	0		12		13		781
	1		17		2		5186
	1		17		2		5186
	1		17		2		5186
	1		17		2		5186
	0		15		16		976
	0		15		16		976
	0		15		16		976
	0		15		16		976
	1		12		10		4874
	1		12		10		4874
	1		12		10		4874
	1		12		10		4874
	0		19		7		1223
	0		19		7		1223
	0		19		7		1223
	0		19		7		1223
	0		13		8		840
	0		13		8		840
	0		13		8		840
	0		13		8		840
	1		16		2		5122
	1		16		2		5122
	1		16		2		5122
	1		16		2		5122
	0		5		11		331
	0		5		11		331
	0		5		11		331
	0		5		11		331
	0		9		7		583
	0		9		7		583
	0		9		7		583
	0		9		7		583
	0		15		1		961
	0		15		1		961
	0		15		1		961
	0		15		1		961
	0		11		2		706
	0		11		2		706
	0		11		2		706
	0		11		2		706
	1		9		19		4691
	1		9		19		4691
	1		9		19		4691
	1		9		19		4691
	1		3		9		4297
	1		3		9		4297
	1		3		9		4297
	1		3		9		4297
	0		3		3		195
