Sparse White Noise parameters for every sweep.
contrast xindex  yindex   postval
	1		6		13		4493
	1		6		13		4493
	1		6		13		4493
	1		6		13		4493
	1		19		19		5331
	1		19		19		5331
	1		19		19		5331
	1		19		19		5331
	0		15		9		969
	0		15		9		969
	0		15		9		969
	0		15		9		969
	0		12		1		769
	0		12		1		769
	0		12		1		769
	0		12		1		769
	1		0		14		4110
	1		0		14		4110
	1		0		14		4110
	1		0		14		4110
	1		18		1		5249
	1		18		1		5249
	1		18		1		5249
	1		18		1		5249
	1		16		7		5127
	1		16		7		5127
	1		16		7		5127
	1		16		7		5127
	0		18		12		1164
	0		18		12		1164
	0		18		12		1164
	0		18		12		1164
	0		8		13		525
	0		8		13		525
	0		8		13		525
	0		8		13		525
	0		5		7		327
	0		5		7		327
	0		5		7		327
	0		5		7		327
	1		3		11		4299
	1		3		11		4299
	1		3		11		4299
	1		3		11		4299
	1		19		2		5314
	1		19		2		5314
	1		19		2		5314
	1		19		2		5314
	1		7		4		4548
	1		7		4		4548
	1		7		4		4548
	1		7		4		4548
	0		2		4		132
	0		2		4		132
	0		2		4		132
	0		2		4		132
	0		6		5		389
	0		6		5		389
	0		6		5		389
	0		6		5		389
	0		16		18		1042
	0		16		18		1042
	0		16		18		1042
	0		16		18		1042
	1		9		19		4691
	1		9		19		4691
	1		9		19		4691
	1		9		19		4691
	1		14		17		5009
	1		14		17		5009
	1		14		17		5009
	1		14		17		5009
	1		19		11		5323
	1		19		11		5323
	1		19		11		5323
	1		19		11		5323
	0		0		3		3
	0		0		3		3
	0		0		3		3
	0		0		3		3
	0		0		1		1
	0		0		1		1
	0		0		1		1
	0		0		1		1
	1		6		14		4494
	1		6		14		4494
	1		6		14		4494
	1		6		14		4494
	0		19		6		1222
	0		19		6		1222
	0		19		6		1222
	0		19		6		1222
	1		18		5		5253
	1		18		5		5253
	1		18		5		5253
	1		18		5		5253
	1		7		5		4549
	1		7		5		4549
	1		7		5		4549
	1		7		5		4549
	1		14		19		5011
	1		14		19		5011
	1		14		19		5011
	1		14		19		5011
	1		8		2		4610
	1		8		2		4610
	1		8		2		4610
	1		8		2		4610
	1		3		14		4302
	1		3		14		4302
	1		3		14		4302
	1		3		14		4302
	0		13		18		850
	0		13		18		850
	0		13		18		850
	0		13		18		850
	0		1		6		70
	0		1		6		70
	0		1		6		70
	0		1		6		70
	0		15		11		971
	0		15		11		971
	0		15		11		971
	0		15		11		971
	0		9		14		590
	0		9		14		590
	0		9		14		590
	0		9		14		590
	0		9		19		595
	0		9		19		595
	0		9		19		595
	0		9		19		595
	0		3		19		211
	0		3		19		211
	0		3		19		211
	0		3		19		211
	0		18		16		1168
	0		18		16		1168
	0		18		16		1168
	0		18		16		1168
	0		12		18		786
	0		12		18		786
	0		12		18		786
	0		12		18		786
	1		5		9		4425
	1		5		9		4425
	1		5		9		4425
	1		5		9		4425
	0		15		1		961
	0		15		1		961
	0		15		1		961
	0		15		1		961
	0		18		6		1158
	0		18		6		1158
	0		18		6		1158
	0		18		6		1158
	1		13		9		4937
	1		13		9		4937
	1		13		9		4937
	1		13		9		4937
	1		17		9		5193
	1		17		9		5193
	1		17		9		5193
	1		17		9		5193
	1		11		17		4817
	1		11		17		4817
	1		11		17		4817
	1		11		17		4817
	0		15		11		971
	0		15		11		971
	0		15		11		971
	0		15		11		971
	0		11		11		715
	0		11		11		715
	0		11		11		715
	0		11		11		715
	1		12		2		4866
	1		12		2		4866
	1		12		2		4866
	1		12		2		4866
	1		8		10		4618
	1		8		10		4618
	1		8		10		4618
	1		8		10		4618
	1		19		5		5317
	1		19		5		5317
	1		19		5		5317
	1		19		5		5317
	1		6		11		4491
	1		6		11		4491
	1		6		11		4491
	1		6		11		4491
	0		16		4		1028
	0		16		4		1028
	0		16		4		1028
	0		16		4		1028
	0		18		7		1159
	0		18		7		1159
	0		18		7		1159
	0		18		7		1159
	0		16		5		1029
	0		16		5		1029
	0		16		5		1029
	0		16		5		1029
	1		18		3		5251
	1		18		3		5251
	1		18		3		5251
	1		18		3		5251
	0		12		4		772
	0		12		4		772
	0		12		4		772
	0		12		4		772
	0		5		13		333
	0		5		13		333
	0		5		13		333
	0		5		13		333
	0		14		2		898
	0		14		2		898
	0		14		2		898
	0		14		2		898
	1		9		0		4672
	1		9		0		4672
	1		9		0		4672
	1		9		0		4672
	0		3		10		202
	0		3		10		202
	0		3		10		202
	0		3		10		202
	1		13		14		4942
	1		13		14		4942
	1		13		14		4942
	1		13		14		4942
	0		19		3		1219
	0		19		3		1219
	0		19		3		1219
	0		19		3		1219
	1		16		9		5129
	1		16		9		5129
	1		16		9		5129
	1		16		9		5129
	1		19		14		5326
	1		19		14		5326
	1		19		14		5326
	1		19		14		5326
	0		6		12		396
	0		6		12		396
	0		6		12		396
	0		6		12		396
	0		18		18		1170
	0		18		18		1170
	0		18		18		1170
	0		18		18		1170
	0		12		2		770
	0		12		2		770
	0		12		2		770
	0		12		2		770
	0		9		19		595
	0		9		19		595
	0		9		19		595
	0		9		19		595
	1		1		3		4163
	1		1		3		4163
	1		1		3		4163
	1		1		3		4163
	0		2		5		133
	0		2		5		133
	0		2		5		133
	0		2		5		133
	0		5		0		320
	0		5		0		320
	0		5		0		320
	0		5		0		320
